-1, 0, 0.481919, 0.8125, 0.370531, 0.381317, 0.606631, 0.347553, 0.381317, 0.606631
-1, 0, 0.467158, 0.828125, 0.342791, 0.401925, 0.658989, 0.3188, 0.401925, 0.658989
-1, 0, 0.837638, 0.109375, 0.731016, 0.563318, 0.283348, 0.721197, 0.563318, 0.283348
-1, 0, 0.611808, 0.28125, 0.190594, 0.445835, 0.630797, 0.161047, 0.445835, 0.630797
-1, 0, 0.613284, 0.140625, 0.281746, 0.41315, 0.551783, 0.255527, 0.41315, 0.551783
-1, 0, 0.529151, 0.828125, 0.298183, 0.401925, 0.688941, 0.272564, 0.401925, 0.688941
-1, 0, 0.41107, 0.84375, 0.359749, 0.422194, 0.561945, 0.336377, 0.422194, 0.561945
-1, 0, 0.777122, 0.125, 0.289259, 0.63652, 0.515209, 0.263314, 0.63652, 0.515209
-1, 0, 0.738746, 0.28125, 0.442507, 0.408198, 0.461645, 0.422156, 0.408198, 0.461645
-1, 0, 0.68561, 0.140625, 0.246527, 0.328966, 0.646375, 0.219022, 0.328966, 0.646375
-1, 0, 0.650185, 0.28125, 0.190594, 0.408198, 0.673082, 0.161047, 0.408198, 0.673082
-1, 0, 0.657565, 0.125, 0.253572, 0.295293, 0.706914, 0.226324, 0.295293, 0.706914
-1, 0, 0.760885, 0.140625, 0.42262, 0.41315, 0.504487, 0.401543, 0.41315, 0.504487
1, 0, 0.400738, 0.828125, 0.342791, 0.455243, 0.569127, 0.3188, 0.455243, 0.569127
1, 0, 0.365314, 0.828125, 0.342791, 0.428586, 0.599079, 0.3188, 0.428586, 0.599079
1, 0, 0.318081, 0.828125, 0.275876, 0.375268, 0.658989, 0.249442, 0.375268, 0.658989
1, 0, 0.409594, 0.828125, 0.342791, 0.401925, 0.658989, 0.3188, 0.401925, 0.658989
1, 0, 0.564576, 0.28125, 0.127614, 0.332929, 0.673082, 0.0957683, 0.332929, 0.673082
-1, 0, 0.605166, 0.78125, 0.0946495, 0.63019, 0.542916, 0.193127, 0.147646, 0.837174
-1, 0, 0.711439, 0.828125, 0.109949, 0.721825, 0.460268, 0.434396, 0.348611, 0.569127
-1, 0, 0.757933, 0.8125, 0.0852065, 0.687429, 0.541104, 0.370868, 0.43508, 0.576423
-1, 0, 0.671586, 0.828125, 0.0852065, 0.687429, 0.541104, 0.226324, 0.375268, 0.658989
-1, 0, 0.680443, 0.796875, 0.387401, 0.348611, 0.688941, 0.423815, 0.306138, 0.675232
-1, 0, 0.739484, 0.828125, 0.387401, 0.348611, 0.688941, 0.3188, 0.32195, 0.688941
-1, 0, 0.560886, 0.8125, 0.201247, 0.112493, 0.916637, 0.254301, 0.354433, 0.667044
-1, 0, 0.655351, 0.828125, 0.432012, 0.32195, 0.53917, 0.285448, 0.153699, 0.61381
-1, 0, 0.626568, 0.8125, 0.432012, 0.32195, 0.53917, 0.230988, 0.300671, 0.727452
-1, 0, 0.642804, 0.8125, 0.432012, 0.32195, 0.53917, 0.254301, 0.327552, 0.697248
-1, 0, 0.704797, 0.828125, 0.432012, 0.32195, 0.53917, 0.365039, 0.375268, 0.658989
-1, 0, 0.689299, 0.828125, 0.432012, 0.32195, 0.53917, 0.295682, 0.348611, 0.688941
-1, 0, 0.776383, 0.8125, 0.381871, 0.369318, 0.561945, 0.487435, 0.408198, 0.485807
-1, 0, 0.733579, 0.8125, 0.426113, 0.369318, 0.561945, 0.300928, 0.381317, 0.636836
-1, 0, 0.661993, 0.859375, 0.39837, 0.363467, 0.554885, 0.262709, 0.101255, 0.761126
-1, 0, 0.609594, 0.84375, 0.27127, 0.131376, 0.769892, 0.359307, 0.422194, 0.561945
-1, 0, 0.682657, 0.828125, 0.315508, 0.0785002, 0.769892, 0.434396, 0.428586, 0.509217
-1, 0, 0.61845, 0.765625, 0.272032, 0.289778, 0.69204, 0.259238, 0.360357, 0.675232
-1, 0, 0.561624, 0.765625, 0.272032, 0.289778, 0.69204, 0.300928, 0.327552, 0.667044
-1, 0, 0.68561, 0.765625, 0.272032, 0.289778, 0.69204, 0.295682, 0.268636, 0.74885
-1, 0, 0.603691, 0.765625, 0.272032, 0.289778, 0.69204, 0.282751, 0.279026, 0.766618
-1, 0, 0.606642, 0.765625, 0.272032, 0.289778, 0.69204, 0.3188, 0.32195, 0.688941
-1, 0, 0.608856, 0.765625, 0.272032, 0.289778, 0.69204, 0.272564, 0.375268, 0.599079
-1, 0, 0.747601, 0.765625, 0.272032, 0.317356, 0.661052, 0.365039, 0.375268, 0.658989
-1, 0, 0.686347, 0.765625, 0.272032, 0.317356, 0.661052, 0.23573, 0.333246, 0.675232
-1, 0, 0.683395, 0.78125, 0.381681, 0.393723, 0.437788, 0.230988, 0.273786, 0.75766
-1, 0, 0.656827, 0.78125, 0.381681, 0.421065, 0.437788, 0.221739, 0.527946, 0.502532
-1, 0, 0.631734, 0.78125, 0.358805, 0.339039, 0.499232, 0.226324, 0.32195, 0.658989
-1, 0, 0.671586, 0.828125, 0.387401, 0.380265, 0.627159, 0.295682, 0.401925, 0.599079
-1, 0, 0.705536, 0.765625, 0.364326, 0.427664, 0.537107, 0.336377, 0.422194, 0.591653
-1, 0, 0.732104, 0.578125, 0.644766, 0.301445, 0.564519, 0.203206, 0.32195, 0.74885
