1, 0.116401, 0.722249
-1, 0.547579, 0.579433
-1, 0.382857, 0.0773373
1, 0.194865, 0.717181
1, 0.450468, 0.906152
-1, 0.170384, 0.52188
1, 0.178043, 0.742985
1, 0.087527, 0.681958
-1, 0.862191, 0.224499
1, 0.193518, 0.650375
1, 0.156132, 0.779018
1, 0.57756, 0.118898
-1, 0.465528, 0.634089
1, 0.280958, 0.513381
-1, 0.45595, 0.90798
-1, 0.858921, 0.46545
1, 0.502017, 0.401236
-1, 0.45368, 0.089435
1, 0.148115, 0.756587
-1, 0.489023, 0.352058
1, 0.801588, 0.398605
1, 0.409576, 0.655357
1, 0.650416, 0.36408
-1, 0.242077, 0.856707
-1, 0.303982, 0.90145
-1, 0.273465, 0.464869
1, 0.317366, 0.89102
-1, 0.561306, 0.588424
1, 0.247523, 0.453492
1, 0.490764, 0.356036
1, 0.253595, 0.876371
-1, 0.855196, 0.306292
1, 0.811743, 0.141617
1, 0.135394, 0.491314
1, 0.272438, 0.908618
-1, 0.531227, 0.0199247
-1, 0.626436, 0.617558
-1, 0.838469, 0.292382
1, 0.573029, 0.329084
-1, 0.83669, 0.523298
1, 0.426523, 0.0820258
-1, 0.685191, 0.573609
1, 0.421126, 0.455708
1, 0.327995, 0.883179
1, 0.232437, 0.781417
-1, 0.391505, 0.624984
-1, 0.904475, 0.452209
-1, 0.145445, 0.555028
1, 0.392779, 0.625001
1, 0.172261, 0.472299
-1, 0.954371, 0.391155
1, 0.137895, 0.664353
1, 0.173143, 0.525553
-1, 0.502164, 0.627116
-1, 0.419564, 0.875345
1, 0.636949, 0.127452
-1, 0.57126, 0.144807
1, 0.879822, 0.45175
-1, 0.831528, 0.387416
-1, 0.387497, 0.0308649
-1, 0.785802, 0.260915
1, 0.565916, 0.88872
1, 0.193253, 0.825332
-1, 0.636112, 0.0879848
1, 0.321388, 0.419107
1, 0.210978, 0.772579
1, 0.538056, 0.895664
1, 0.545896, 0.918501
-1, 0.844278, 0.250922
-1, 0.609645, 0.563381
1, 0.217864, 0.783965
1, 0.35889, 0.842495
-1, 0.876035, 0.361955
-1, 0.709063, 0.555191
1, 0.37552, 0.404502
1, 0.641462, 0.940605
-1, 0.864159, 0.276911
-1, 0.439344, 0.624186
1, 0.0931343, 0.709807
-1, 0.891988, 0.480996
1, 0.728048, 0.545595
-1, 0.451167, 0.0822163
-1, 0.679198, 0.175825
1, 0.459209, 0.0793585
-1, 0.511324, 0.619218
1, 0.405733, 0.378327
1, 0.122499, 0.746768
1, 0.17915, 0.715016
-1, 0.573282, 0.331327
1, 0.0799328, 0.668138
-1, 0.201353, 0.436641
1, 0.11779, 0.660588
-1, 0.160288, 0.49734
-1, 0.289753, 0.634125
-1, 0.156944, 0.577588
1, 0.159665, 0.607803
-1, 0.820739, 0.494902
-1, 0.75151, 0.548046
-1, 0.847915, 0.302363
-1, 0.850308, 0.176262
-1, 0.828889, 0.23579
1, 0.33597, 0.861001
1, 0.550409, 0.915259
1, 0.37376, 0.412237
1, 0.489352, 0.842769
-1, 0.601295, 0.122549
1, 0.456375, 0.059937
1, 0.15987, 0.548324
-1, 0.837463, 0.234105
-1, 0.831212, 0.436254
1, 0.096126, 0.643341
1, 0.576957, 0.913658
