-1, 0.412449, 0.97424, 0.454434, 0.547579
1, 0.488049, 0.453465, 0.800827, 0.194865
1, 0.261674, 0.291869, 0.584812, 0.450468
-1, 0.505525, 0.0606114, 0.800944, 0.0213011
1, 0.359385, 0.288216, 0.736888, 0.364463
1, 0.349905, 0.901594, 0.403131, 0.602282
-1, 0.504249, 0.517384, 0.663519, 0.170384
1, 0.490758, 0.389796, 0.83537, 0.178043
-1, 0.0878862, 0.164755, 0.309909, 0.588803
-1, 0.807449, 0.276515, 0.457558, 0.862191
1, 0.498455, 0.620359, 0.673596, 0.213773
1, 0.494322, 0.306429, 0.884956, 0.156132
1, 0.888725, 0.360046, 0.4887, 0.57756
1, 0.275308, 0.401156, 0.582323, 0.447551
-1, 0.393541, 0.9224, 0.523174, 0.465528
1, 0.502285, 0.784649, 0.61433, 0.280958
-1, 0.500207, 0.51872, 0.702749, 0.176881
-1, 0.254631, 0.287074, 0.574859, 0.45595
-1, 0.406122, 0.937834, 0.525282, 0.461613
-1, 0.863263, 0.40837, 0.459008, 0.795487
-1, 0.549115, 0.433447, 0.347255, 0.858921
-1, 0.754299, 0.278942, 0.492062, 0.45368
1, 0.496512, 0.315844, 0.867485, 0.148115
1, 0.409544, 0.862016, 0.579749, 0.409576
1, 0.703874, 0.824012, 0.446832, 0.650416
-1, 0.459305, 0.304937, 0.882321, 0.242077
-1, 0.414203, 0.252872, 0.836457, 0.303982
-1, 0.565408, 0.791154, 0.533709, 0.340767
1, 0.404238, 0.286676, 0.808178, 0.317366
-1, 0.397728, 0.959663, 0.442461, 0.561306
1, 0.6393, 0.914108, 0.493914, 0.490764
-1, 0.408058, 0.973331, 0.470936, 0.525235
1, 0.54384, 0.814434, 0.550121, 0.323953
-1, 0.425188, 0.983868, 0.490683, 0.500674
-1, 0.871384, 0.458548, 0.486913, 0.579151
1, 0.53186, 0.74949, 0.562623, 0.284822
1, 0.391796, 0.294083, 0.786028, 0.331641
1, 0.505805, 0.419385, 0.65294, 0.135394
1, 0.668771, 0.907695, 0.471058, 0.565718
-1, 0.861893, 0.0632944, 0.491181, 0.531227
1, 0.948289, 0.358137, 0.485271, 0.656388
-1, 0.719968, 0.313797, 0.428655, 0.876337
1, 0.902787, 0.346973, 0.488464, 0.590004
-1, 0.0494908, 0.27002, 0.220591, 0.648699
-1, 0.73856, 0.39066, 0.427129, 0.847386
-1, 0.408218, 0.542759, 0.29276, 0.816125
-1, 0.769183, 0.392662, 0.436254, 0.838469
1, 0.499755, 0.416671, 0.763261, 0.150767
1, 0.713485, 0.850748, 0.473094, 0.573029
-1, 0.473597, 0.49771, 0.315721, 0.83669
1, 0.723259, 0.252237, 0.492341, 0.426523
1, 0.470111, 0.429962, 0.825823, 0.232437
-1, 0.55153, 0.297176, 0.347518, 0.904475
1, 0.507231, 0.521772, 0.631838, 0.172261
1, 0.953434, 0.373683, 0.480252, 0.712626
-1, 0.561013, 0.136836, 0.379824, 0.954371
1, 0.503961, 0.524472, 0.665049, 0.173143
-1, 0.465133, 0.469701, 0.803242, 0.246244
1, 0.504467, 0.21459, 0.818481, 0.0800636
-1, 0.305255, 0.37574, 0.632116, 0.419564
-1, 0.733434, 0.45029, 0.422403, 0.828057
-1, 0.188132, 0.264994, 0.474476, 0.508631
1, 0.258654, 0.327858, 0.573323, 0.455434
1, 0.937247, 0.360188, 0.486226, 0.636949
-1, 0.868933, 0.435592, 0.487785, 0.57126
1, 0.560325, 0.370509, 0.351673, 0.879822
-1, 0.659272, 0.481569, 0.395916, 0.831528
-1, 0.839459, 0.463189, 0.452052, 0.785802
1, 0.428786, 0.277271, 0.850566, 0.286662
1, 0.394007, 0.878831, 0.379846, 0.651585
-1, 0.647078, 0.254406, 0.40846, 0.90824
1, 0.482431, 0.302556, 0.902702, 0.193253
-1, 0.955888, 0.252485, 0.488848, 0.636112
1, 0.376827, 0.943895, 0.46331, 0.531749
1, 0.479237, 0.409914, 0.837281, 0.210978
1, 0.159566, 0.324989, 0.420832, 0.538056
-1, 0.8058, 0.338825, 0.45033, 0.844278
-1, 0.417567, 0.938086, 0.412373, 0.609645
1, 0.475845, 0.403541, 0.841456, 0.217864
1, 0.375362, 0.436139, 0.715148, 0.35889
-1, 0.661208, 0.35029, 0.402061, 0.876035
-1, 0.41821, 0.793124, 0.352778, 0.709063
1, 0.505118, 0.486886, 0.658335, 0.159023
1, 0.503912, 0.266439, 0.793093, 0.0959239
1, 0.0414318, 0.170294, 0.211427, 0.641462
1, 0.597191, 0.31261, 0.374309, 0.896216
-1, 0.413902, 0.923297, 0.545488, 0.439344
1, 0.48244, 0.418757, 0.830206, 0.204417
1, 0.503594, 0.231826, 0.846044, 0.0931343
-1, 0.525632, 0.337817, 0.33074, 0.891988
1, 0.432995, 0.758908, 0.347424, 0.728048
-1, 0.752803, 0.256648, 0.491969, 0.451167
1, 0.497549, 0.296503, 0.877242, 0.141254
-1, 0.576961, 0.638441, 0.374222, 0.781142
-1, 0.57529, 0.224653, 0.495428, 0.27471
1, 0.520042, 0.860252, 0.572326, 0.32519
-1, 0.384016, 0.945639, 0.481178, 0.511324
1, 0.491141, 0.38814, 0.835432, 0.176628
-1, 0.379733, 0.884006, 0.534731, 0.456511
1, 0.534181, 0.775741, 0.560264, 0.297475
1, 0.58021, 0.902275, 0.521934, 0.405733
1, 0.0918526, 0.173818, 0.317253, 0.585641
-1, 0.645787, 0.477015, 0.390742, 0.835126
1, 0.50053, 0.272621, 0.871391, 0.122499
-1, 0.711162, 0.854136, 0.472783, 0.573282
-1, 0.511568, 0.589236, 0.60431, 0.201353
1, 0.502459, 0.321897, 0.790455, 0.11779
-1, 0.712406, 0.281631, 0.492792, 0.418906
-1, 0.406853, 0.933339, 0.530055, 0.456511
-1, 0.471068, 0.732654, 0.672671, 0.289753
-1, 0.84348, 0.225525, 0.490941, 0.52282
-1, 0.501965, 0.467007, 0.707365, 0.156944
-1, 0.529052, 0.816604, 0.566042, 0.309429
1, 0.353353, 0.272775, 0.731659, 0.369463
1, 0.500365, 0.461101, 0.729463, 0.159665
1, 0.616856, 0.281865, 0.495351, 0.328355
-1, 0.512865, 0.542721, 0.338876, 0.820739
-1, 0.835604, 0.351328, 0.456083, 0.828889
1, 0.383453, 0.384355, 0.743618, 0.346273
1, 0.505977, 0.472335, 0.647647, 0.153871
1, 0.392392, 0.374161, 0.759925, 0.33597
-1, 0.502379, 0.346255, 0.772387, 0.123326
-1, 0.453075, 0.95996, 0.425342, 0.599944
-1, 0.908161, 0.485128, 0.471557, 0.712379
1, 0.550139, 0.902382, 0.539493, 0.37376
-1, 0.335428, 0.899767, 0.429515, 0.565528
1, 0.237642, 0.48177, 0.508682, 0.489352
-1, 0.910166, 0.362666, 0.487753, 0.601295
1, 0.763216, 0.188532, 0.49157, 0.456375
1, 0.954145, 0.374785, 0.481281, 0.701353
-1, 0.593916, 0.503939, 0.370446, 0.831212
1, 0.504022, 0.272246, 0.781864, 0.096126
1, 0.10967, 0.264495, 0.344204, 0.576957
-1, 0.264322, 0.195164, 0.605667, 0.443347
-1, 0.615118, 0.94342, 0.496784, 0.483242
-1, 0.486761, 0.759185, 0.363182, 0.731392
-1, 0.98172, 0.258134, 0.484844, 0.738496
1, 0.404897, 0.690279, 0.322501, 0.756338
-1, 0.487655, 0.351451, 0.867477, 0.183047
1, 0.583296, 0.813251, 0.524618, 0.369352
-1, 0.76657, 0.346277, 0.492105, 0.468594
1, 0.525203, 0.744679, 0.572822, 0.275015
-1, 0.8708, 0.395287, 0.461132, 0.796372
-1, 0.501356, 0.381273, 0.765979, 0.136188
1, 0.909382, 0.498452, 0.475176, 0.684724
-1, 0.252038, 0.142595, 0.593072, 0.451446
-1, 0.405332, 0.760043, 0.34027, 0.723961
-1, 0.363658, 0.903519, 0.497518, 0.493567
1, 0.402537, 0.375448, 0.774031, 0.324776
-1, 0.924905, 0.438384, 0.473899, 0.723341
1, 0.527659, 0.869028, 0.562685, 0.335029
-1, 0.703764, 0.359108, 0.417922, 0.865543
-1, 0.446384, 0.878677, 0.597312, 0.375838
-1, 0.769399, 0.319875, 0.491963, 0.468842
-1, 0.711762, 0.270353, 0.492688, 0.417741
1, 0.50446, 0.306691, 0.730671, 0.101286
-1, 0.914356, 0.465979, 0.472157, 0.718796
-1, 0.854999, 0.315765, 0.490259, 0.540124
-1, 0.614155, 0.511357, 0.378953, 0.826581
-1, 0.649446, 0.557615, 0.394106, 0.804761
-1, 0.915196, 0.311677, 0.473305, 0.798857
-1, 0.481459, 0.846241, 0.38321, 0.686451
1, 0.504082, 0.457828, 0.679621, 0.149719
-1, 0.512306, 0.509342, 0.335155, 0.832956
1, 0.502463, 0.321073, 0.791056, 0.1176
-1, 0.364987, 0.8835, 0.516031, 0.475547
1, 0.36925, 0.387927, 0.722011, 0.361115
-1, 0.620913, 0.301779, 0.495749, 0.333814
1, 0.49304, 0.413398, 0.811778, 0.174119
-1, 0.484918, 0.75761, 0.362289, 0.732084
-1, 0.397905, 0.903365, 0.392387, 0.633608
-1, 0.832968, 0.264134, 0.490937, 0.516817
-1, 0.912436, 0.491547, 0.476825, 0.6767
-1, 0.653546, 0.197351, 0.49266, 0.362302
1, 0.505495, 0.238854, 0.676307, 0.0755143
-1, 0.621659, 0.741383, 0.40251, 0.730532
-1, 0.481114, 0.711309, 0.351754, 0.752991
-1, 0.6351, 0.486315, 0.386635, 0.83321
1, 0.506331, 0.411335, 0.641279, 0.133106
1, 0.524877, 0.692071, 0.570963, 0.255585
-1, 0.514126, 0.6518, 0.353202, 0.778446
-1, 0.6765, 0.379412, 0.405964, 0.864
-1, 0.935819, 0.352198, 0.486679, 0.632131
-1, 0.36035, 0.475055, 0.682044, 0.377666
-1, 0.197709, 0.267076, 0.489379, 0.500945
1, 0.206441, 0.33938, 0.491982, 0.499579
-1, 0.548718, 0.952043, 0.530336, 0.407849
-1, 0.721695, 0.499246, 0.417754, 0.812971
-1, 0.661076, 0.902169, 0.486511, 0.516766
1, 0.685873, 0.886183, 0.475129, 0.558188
1, 0.508429, 0.512448, 0.619895, 0.170374
-1, 0.684966, 0.570884, 0.407029, 0.793326
-1, 0.478958, 0.645027, 0.339276, 0.780857
1, 0.605822, 0.953179, 0.498167, 0.480045
1, 0.52705, 0.770529, 0.570043, 0.287366
-1, 0.358782, 0.889405, 0.388227, 0.625589
-1, 0.809083, 0.545402, 0.44464, 0.764443
-1, 0.413368, 0.893697, 0.564797, 0.421101
1, 0.497224, 0.466259, 0.754345, 0.170619
1, 0.503581, 0.424016, 0.699875, 0.13955
1, 0.52649, 0.747313, 0.570702, 0.277521
-1, 0.49734, 0.280667, 0.892177, 0.140596
-1, 0.815743, 0.217925, 0.491211, 0.4998
-1, 0.391515, 0.954049, 0.482065, 0.510572
-1, 0.426299, 0.945455, 0.540312, 0.441685
-1, 0.793578, 0.491279, 0.439543, 0.794377
1, 0.98607, 0.251861, 0.486743, 0.705673
1, 0.437113, 0.312339, 0.848558, 0.277201
-1, 0.692025, 0.879414, 0.472921, 0.566824
-1, 0.54876, 0.104956, 0.378963, 0.965077
-1, 0.901833, 0.206853, 0.490471, 0.571867
-1, 0.611059, 0.0986181, 0.441536, 0.957649
-1, 0.928276, 0.419372, 0.483616, 0.646725
-1, 0.0989802, 0.0443788, 0.327798, 0.57343
1, 0.665489, 0.910626, 0.476564, 0.548798
-1, 0.909056, 0.499648, 0.476809, 0.672891
-1, 0.55204, 0.643368, 0.365823, 0.780742
-1, 0.437937, 0.815571, 0.36395, 0.699751
1, 0.0941683, 0.075214, 0.320311, 0.57848
-1, 0.883145, 0.559501, 0.472654, 0.671687
1, 0.766972, 0.292095, 0.445831, 0.87071
-1, 0.433375, 0.773982, 0.351368, 0.720726
1, 0.903292, 0.429169, 0.485749, 0.609942
-1, 0.362679, 0.819907, 0.551741, 0.44548
1, 0.412748, 0.406425, 0.776741, 0.315238
1, 0.945732, 0.391883, 0.482757, 0.673534
-1, 0.525602, 0.460307, 0.337197, 0.85026
1, 0.447564, 0.878785, 0.597805, 0.374608
-1, 0.420972, 0.979468, 0.492734, 0.498081
-1, 0.415002, 0.751119, 0.340463, 0.729678
-1, 0.653477, 0.236975, 0.415034, 0.912388
-1, 0.913832, 0.464501, 0.471839, 0.72123
