1, 0.192839, 0.818317
1, 0.989617, 0.294781
1, 0.19075, 0.838993
1, 0.0555077, 0.787871
1, 0.268672, 0.0388419
1, 0.362527, 0.032318
1, 0.163726, 0.272944
1, 0.368051, 0.323618
-1, 0.415752, 0.940099
-1, 0.63692, 0.561682
1, 0.784352, 0.715287
1, 0.10616, 0.0259267
1, 0.133242, 0.15676
1, 0.845925, 0.100005
-1, 0.690057, 0.284801
-1, 0.920881, 0.113426
1, 0.930464, 0.717171
1, 0.118184, 0.141324
1, 0.0834192, 0.386746
1, 0.27015, 0.272782
1, 0.699926, 0.0425253
1, 0.23862, 0.132862
1, 0.0554171, 0.324729
1, 0.632721, 0.21051
1, 0.245077, 0.390435
-1, 0.351153, 0.858733
1, 0.511901, 0.843163
1, 0.453063, 0.357382
1, 0.46093, 0.234227
1, 0.601004, 0.420778
-1, 0.310397, 0.691394
1, 0.137207, 0.214196
-1, 0.00404314, 0.566895
-1, 0.154072, 0.715798
1, 0.443834, 0.16039
-1, 0.397368, 0.217465
1, 0.887626, 0.51743
-1, 0.712803, 0.0906221
1, 0.0729415, 0.781946
1, 0.611897, 0.73391
1, 0.343112, 0.725324
-1, 0.696344, 0.389676
1, 0.937646, 0.201717
1, 0.719192, 0.0633891
1, 0.294331, 0.444584
-1, 0.123356, 0.271828
1, 0.210126, 0.239946
1, 0.801808, 0.0537383
-1, 0.0250902, 0.419636
1, 0.132682, 0.0123997
1, 0.0905922, 0.875505
1, 0.28101, 0.43071
-1, 0.501913, 0.946479
1, 0.0590818, 0.357367
1, 0.35443, 0.805636
-1, 0.562133, 0.0686239
-1, 0.465448, 0.683829
1, 0.324644, 0.129528
-1, 0.303322, 0.854789
1, 0.140696, 0.41439
1, 0.55125, 0.58351
-1, 0.462991, 0.254896
1, 0.259943, 0.465601
1, 0.234843, 0.664016
-1, 0.198102, 0.656399
-1, 0.167416, 0.452724
-1, 0.367026, 0.0467362
1, 0.451355, 0.936177
1, 0.0696077, 0.488417
-1, 0.927881, 0.226486
1, 0.497878, 0.484904
-1, 0.229435, 0.519879
1, 0.263668, 0.775281
1, 0.91223, 0.542046
1, 0.377857, 0.158636
1, 0.108367, 0.100015
1, 0.313671, 0.551191
-1, 0.587743, 0.0459681
1, 0.38193, 0.301515
1, 0.516515, 0.510008
1, 0.0410204, 0.306962
-1, 0.518889, 0.323666
1, 0.459152, 0.912307
1, 0.128671, 0.421279
1, 0.177336, 0.807601
1, 0.681435, 0.254613
1, 0.0975581, 0.656602
1, 0.884113, 0.132966
1, 0.243638, 0.830329
1, 0.889657, 0.158309
1, 0.982228, 0.387513
-1, 0.454124, 0.840396
-1, 0.24559, 0.805898
1, 0.742951, 0.595024
-1, 0.732648, 0.289515
1, 0.244482, 0.358276
1, 0.0772344, 0.21967
1, 0.375383, 0.700596
-1, 0.231166, 0.809441
-1, 0.211991, 0.842712
1, 0.475736, 0.110607
1, 0.0902228, 0.521947
1, 0.591487, 0.130465
-1, 0.109593, 0.204994
1, 0.0303496, 0.94558
1, 0.0180138, 0.166828
1, 0.352419, 0.789999
1, 0.577979, 0.264165
1, 0.477839, 0.630314
1, 0.71784, 0.567556
1, 0.506684, 0.462353
1, 0.208804, 0.913165
1, 0.724383, 0.615505
-1, 0.877998, 0.199507
1, 0.294887, 0.65145
1, 0.24812, 0.251233
1, 0.17548, 0.0754343
1, 0.722898, 0.430921
1, 0.430469, 0.0829763
1, 0.227662, 0.25925
-1, 0.646905, 0.398713
1, 0.83733, 0.935508
-1, 0.536397, 0.720033
1, 0.380893, 0.0947231
1, 0.291647, 0.242911
1, 0.164174, 0.759671
1, 0.450996, 0.604206
