  -1, 0.4108440, 0.8829320, 0.4288820, 0.6442010
  -1, 0.7799190, 0.3887970, 0.4650520, 0.8312230
   1, 0.5392260, 0.7161650, 0.5372130, 0.2958900
   1, 0.5214590, 0.7592310, 0.5536160, 0.2883820
  -1, 0.7908080, 0.4347880, 0.4655390, 0.8107070
   1, 0.4728590, 0.7067980, 0.6275120, 0.2751420
  -1, 0.4203350, 0.3826250, 0.3472020, 0.8721140
  -1, 0.2016980, 0.6910210, 0.3804800, 0.6485490
  -1, 0.3238200, 0.7567880, 0.3854600, 0.6999920
   1, 0.5872550, 0.7371770, 0.5187820, 0.3627360
   1, 0.5478510, 0.8802400, 0.5315960, 0.3735310
  -1, 0.5351500, 0.0245321, 0.4737290, 0.9881400
  -1, 0.7230240, 0.7526380, 0.4661980, 0.6789030
  -1, 0.5465120, 0.3382340, 0.3994090, 0.8892540
   1, 0.5137860, 0.6229420, 0.5592380, 0.2287810
  -1, 0.7513320, 0.2770830, 0.4676970, 0.8755700
  -1, 0.4971540, 0.3034500, 0.3761190, 0.9020620
   1, 0.4975170, 0.6989010, 0.5956660, 0.2463360
  -1, 0.5830280, 0.1593310, 0.4339090, 0.9439020
   1, 0.5169720, 0.6811870, 0.5574350, 0.2530830
  -1, 0.2612330, 0.6058190, 0.3382600, 0.7573600
   1, 0.4996850, 0.5325180, 0.6076500, 0.1784890
  -1, 0.4979240, 0.4439120, 0.3840230, 0.8537760
  -1, 0.1865150, 0.6004930, 0.3321860, 0.7202860
   1, 0.6519150, 0.8312910, 0.5040040, 0.4708170
   1, 0.4728100, 0.7190760, 0.6235080, 0.2793660
  -1, 0.0242331, 0.0542692, 0.2655560, 0.6576380
   1, 0.5060690, 0.2659710, 0.5245950, 0.1306210
   1, 0.4982580, 0.4609920, 0.6282830, 0.1531250
  -1, 0.6043820, 0.4387220, 0.4196810, 0.8502760
  -1, 0.0132174, 0.1777610, 0.2224860, 0.7169950
   1, 0.5000750, 0.5068810, 0.6066220, 0.1689810
  -1, 0.5184540, 0.2864230, 0.5130930, 0.1810070
  -1, 0.5441160, 0.4509650, 0.4004980, 0.8503130
   1, 0.5718680, 0.3190070, 0.5051510, 0.2845100
   1, 0.4994910, 0.3241180, 0.6266920, 0.1048640
  -1, 0.0501396, 0.1755420, 0.1612560, 0.8000520
  -1, 0.2911170, 0.7135580, 0.5101940, 0.4878980
   1, 0.5766580, 0.5783340, 0.5155870, 0.3174490
   1, 0.5000330, 0.4676550, 0.6088420, 0.1546850
  -1, 0.3496740, 0.2722180, 0.2882340, 0.8999190
   1, 0.5120270, 0.8004190, 0.5622740, 0.2991920
   1, 0.5777350, 0.5003550, 0.5118710, 0.3083290
  -1, 0.4079020, 0.6580580, 0.3802560, 0.7665450
   1, 0.4958270, 0.1985950, 0.8051080, 0.1072510
  -1, 0.2011160, 0.4960130, 0.2979870, 0.7830340
  -1, 0.7473100, 0.4325080, 0.4568560, 0.8257860
  -1, 0.2460710, 0.4381270, 0.2921120, 0.8220020
   1, 0.5041620, 0.8040330, 0.5705650, 0.2976240
  -1, 0.8984230, 0.4584640, 0.4933110, 0.6373390
   1, 0.4946040, 0.6579680, 0.6099120, 0.2301980
  -1, 0.7224480, 0.4941480, 0.4504960, 0.8094580
  -1, 0.3988150, 0.0967031, 0.2255420, 0.9585480
   1, 0.4812510, 0.6035800, 0.6545810, 0.2307390
   1, 0.5154040, 0.6547650, 0.5585090, 0.2417400
   1, 0.4932540, 0.6727670, 0.6101570, 0.2372840
  -1, 0.5593130, 0.2719630, 0.4068510, 0.9105430
  -1, 0.5330290, 0.4064040, 0.3950990, 0.8664340
  -1, 0.1066000, 0.2614310, 0.1959270, 0.8205540
  -1, 0.4657310, 0.5381880, 0.3810470, 0.8187110
  -1, 0.4997130, 0.3446330, 0.3792120, 0.8882020
  -1, 0.5857240, 0.6991110, 0.4280150, 0.7489510
  -1, 0.2264660, 0.7347550, 0.4139220, 0.6052890
  -1, 0.6032510, 0.5040770, 0.4203000, 0.8266960
  -1, 0.6097810, 0.3179540, 0.4248260, 0.8908770
   1, 0.4990130, 0.3570200, 0.6357010, 0.1166220
   1, 0.4770800, 0.5761700, 0.6695660, 0.2319280
  -1, 0.3522080, 0.3995220, 0.3210150, 0.8585880
  -1, 0.2532970, 0.4037200, 0.2847900, 0.8363880
   1, 0.4990710, 0.3254140, 0.6409710, 0.1061300
  -1, 0.5162350, 0.0907494, 0.3955760, 0.9709570
  -1, 0.1708930, 0.5871940, 0.3291730, 0.7153740
  -1, 0.6832560, 0.2306990, 0.4581350, 0.9059290
  -1, 0.6658260, 0.5700480, 0.4385330, 0.7921120
  -1, 0.4457860, 0.2331860, 0.3390070, 0.9235260
  -1, 0.4644140, 0.5661990, 0.3835310, 0.8079510
  -1, 0.2483170, 0.4975550, 0.3083600, 0.7999650
   1, 0.4996630, 0.0329683, 0.7600050, 0.0130939
  -1, 0.4779000, 0.1218140, 0.8701390, 0.1814910
   1, 0.5279590, 0.8661510, 0.5436510, 0.3465170
  -1, 0.5768370, 0.2086380, 0.4214130, 0.9294400
   1, 0.4994830, 0.4676880, 0.6144630, 0.1546550
  -1, 0.8136980, 0.0374772, 0.4986670, 0.8989320
  -1, 0.7011030, 0.8392450, 0.4803560, 0.6012150
   1, 0.4999850, 0.4255120, 0.6108160, 0.1396970
  -1, 0.7955370, 0.6723870, 0.4758560, 0.6798190
   1, 0.5384030, 0.8333470, 0.5391350, 0.3392750
   1, 0.5248090, 0.8504510, 0.5471390, 0.3350250
   1, 0.6291170, 0.8371530, 0.5084330, 0.4457270
   1, 0.5368040, 0.7319140, 0.5395410, 0.2975170
   1, 0.4984930, 0.3139520, 0.6643970, 0.1051210
   1, 0.5211030, 0.5839700, 0.5438080, 0.2314910
  -1, 0.7112700, 0.7561180, 0.4635690, 0.6837820
