  -1, 0.4144080, 0.8829320, 0.2812240
  -1, 0.6620430, 0.3887970, 0.0687853
   1, 0.6802270, 0.7161650, 0.7988740
   1, 0.6044810, 0.7592310, 0.8082380
  -1, 0.6769700, 0.4347880, 0.0859705
   1, 0.3586370, 0.7067980, 0.8243320
  -1, 0.4582410, 0.3826250, 0.0399309
  -1, 0.2168660, 0.6910210, 0.2751080
  -1, 0.3565190, 0.7567880, 0.2062220
   1, 0.7656810, 0.7371770, 0.7088080
   1, 0.6378020, 0.8802400, 0.6932930
  -1, 0.5144570, 0.0245321, 0.0003625
  -1, 0.6935730, 0.7526380, 0.2336340
  -1, 0.5236080, 0.3382340, 0.0300659
   1, 0.6074820, 0.6229420, 0.8760960
  -1, 0.6311400, 0.2770830, 0.0378339
  -1, 0.4986960, 0.3034500, 0.0235805
   1, 0.4857870, 0.6989010, 0.8573760
  -1, 0.5373290, 0.1593310, 0.0078098
   1, 0.6076890, 0.6811870, 0.8498890
  -1, 0.3338070, 0.6058190, 0.1384950
   1, 0.5001320, 0.5325180, 0.9232250
  -1, 0.4989740, 0.4439120, 0.0519600
  -1, 0.2587230, 0.6004930, 0.1810560
   1, 0.7742520, 0.8312910, 0.5456790
   1, 0.3626210, 0.7190760, 0.8192580
  -1, 0.0606709, 0.0542692, 0.2624570
  -1, 0.6491680, 0.2659710, 0.9583160
   1, 0.4759750, 0.4609920, 0.9430630
  -1, 0.5578200, 0.4387220, 0.0544258
  -1, 0.1217930, 0.1777610, 0.1850520
   1, 0.5056000, 0.5068810, 0.9309830
  -1, 0.7283770, 0.2864230, 0.9211070
  -1, 0.5245010, 0.4509650, 0.0543993
   1, 0.8558270, 0.3190070, 0.8130020
   1, 0.4934900, 0.3241180, 0.9729630
  -1, 0.2192520, 0.1755420, 0.0955771
  -1, 0.1499900, 0.7135580, 0.5189240
   1, 0.8048450, 0.5783340, 0.7710780
   1, 0.5059880, 0.4676550, 0.9419220
  -1, 0.4259020, 0.2722180, 0.0246120
   1, 0.5550220, 0.8004190, 0.7947020
   1, 0.8276490, 0.5003550, 0.7829950
  -1, 0.4375170, 0.6580580, 0.1286860
   1, 0.3672180, 0.1985950, 0.9717340
  -1, 0.3053320, 0.4960130, 0.1118560
  -1, 0.6450720, 0.4325080, 0.0731684
  -1, 0.3499280, 0.4381270, 0.0762922
