  -1, 0.0001942, 0.0051795, 0.2343170, 0.6739900, 0.4303480, 0.6320860, 0.8246430, 0.9787900, 0.3178270, 0.1888590
   1, 0.8436380, 0.3731920, 0.6346980, 0.1221840, 0.0052612, 0.0510173, 0.1924040, 0.2762130, 0.5134200, 0.4942330
   1, 0.8474800, 0.5776410, 0.6039080, 0.1957670, 0.0124677, 0.0763328, 0.1707230, 0.4234440, 0.5009050, 0.4998180
  -1, 0.3984600, 0.5032940, 0.5685880, 0.4368260, 0.1272490, 0.3102670, 0.5043390, 0.7945930, 0.4460090, 0.3340820
   1, 0.8843470, 0.7592310, 0.5536160, 0.2883820, 0.0217559, 0.0926496, 0.1199060, 0.5868430, 0.4989490, 0.5330900
  -1, 0.9298720, 0.7244450, 0.4386820, 0.7317890, 0.1538320, 0.2578710, 0.1527500, 0.9950720, 0.5834030, 0.5827220
  -1, 0.9181910, 0.3056650, 0.4992340, 0.5093140, 0.0153966, 0.0391150, 0.0074255, 0.8706280, 0.5924140, 0.7166110
  -1, 0.9669890, 0.4347880, 0.4655390, 0.8107070, 0.1229010, 0.1918120, 0.0720064, 0.9989190, 0.7509960, 0.7437950
  -1, 0.9677630, 0.4698280, 0.4610120, 0.8043900, 0.1302610, 0.2041140, 0.0824177, 0.9993930, 0.7292800, 0.7220210
  -1, 0.7865880, 0.3826250, 0.3472020, 0.8721140, 0.3259780, 0.4391850, 0.3039270, 0.9872160, 0.4015700, 0.4098760
   1, 0.8300750, 0.4097310, 0.6673850, 0.1419970, 0.0083184, 0.0678785, 0.2461760, 0.3173220, 0.5352520, 0.4803590
   1, 0.8498860, 0.3346480, 0.6058790, 0.1088370, 0.0035673, 0.0395677, 0.1488000, 0.2479220, 0.4889730, 0.5042460
   1, 0.8574980, 0.4412260, 0.5816080, 0.1497090, 0.0059821, 0.0488848, 0.1220740, 0.3330350, 0.4771140, 0.5149750
   1, 0.8462390, 0.1001080, 0.6951020, 0.0340269, 0.0005019, 0.0168498, 0.2576750, 0.0807247, 0.5664460, 0.4944050
  -1, 0.9485640, 0.7330670, 0.4471500, 0.7200300, 0.1395650, 0.2391070, 0.1362200, 0.9926810, 0.6025170, 0.6034990
   1, 0.8336490, 0.4555050, 0.6478320, 0.1546210, 0.0092169, 0.0697974, 0.2223270, 0.3429590, 0.5230390, 0.4847550
  -1, 0.9597360, 0.3550610, 0.4904420, 0.7372420, 0.0552067, 0.0964183, 0.0221506, 0.9960210, 0.7676850, 0.8019710
  -1, 0.6394430, 0.6065510, 0.3434400, 0.7659140, 0.2868590, 0.4292060, 0.3598820, 0.9993430, 0.3442380, 0.3452030
  -1, 0.8757660, 0.3382340, 0.3994090, 0.8892540, 0.2589950, 0.3541020, 0.1978490, 0.9816590, 0.5679080, 0.5598310
  -1, 0.5045180, 0.6644390, 0.5656370, 0.4282550, 0.1073910, 0.2744720, 0.4244460, 0.7844800, 0.4473790, 0.3614400
  -1, 0.8849780, 0.1593310, 0.4339090, 0.9439020, 0.2259290, 0.2980960, 0.1287030, 0.9572910, 0.7256870, 0.6981020
   1, 0.8429900, 0.1669620, 0.7069910, 0.0589760, 0.0015682, 0.0302776, 0.2768440, 0.1380840, 0.5719580, 0.4888400
  -1, 0.6028570, 0.6058190, 0.3382600, 0.7573600, 0.2911970, 0.4376450, 0.3791580, 0.9986460, 0.3295870, 0.3285660
  -1, 0.8462780, 0.4439120, 0.3840230, 0.8537760, 0.2654280, 0.3730380, 0.2335680, 0.9920560, 0.4989560, 0.4980500
   1, 0.8707640, 0.9043840, 0.5460060, 0.3630250, 0.0400381, 0.1335710, 0.1560900, 0.6998760, 0.5058290, 0.5160920
   1, 0.8832050, 0.7219290, 0.5548320, 0.2718800, 0.0188611, 0.0853698, 0.1146150, 0.5595730, 0.4952600, 0.5341070
   1, 0.8343790, 0.0740300, 0.8801340, 0.0593896, 0.0024899, 0.0436450, 0.5078630, 0.1390210, 0.6929860, 0.4763430
  -1, 0.9524120, 0.7074840, 0.4471510, 0.7303060, 0.1408280, 0.2383160, 0.1320060, 0.9947960, 0.6126230, 0.6128360
   1, 0.8548840, 0.3851350, 0.5848170, 0.1292250, 0.0044774, 0.0423515, 0.1227140, 0.2909440, 0.4745830, 0.5126030
  -1, 0.9104060, 0.7711030, 0.4362180, 0.7139860, 0.1552420, 0.2650940, 0.1680050, 0.9912680, 0.5568540, 0.5568630
  -1, 0.9386800, 0.4675440, 0.4387760, 0.8302240, 0.1748290, 0.2616180, 0.1256850, 0.9965930, 0.6684710, 0.6569020
  -1, 0.7492170, 0.4850360, 0.3468070, 0.8320920, 0.3063880, 0.4299130, 0.3157260, 0.9963020, 0.3847450, 0.3918350
  -1, 0.4715150, 0.7135580, 0.5101940, 0.4878980, 0.1366920, 0.3084360, 0.4190970, 0.8499430, 0.4158980, 0.3476290
   1, 0.9632050, 0.5649390, 0.4995120, 0.4977280, 0.0287265, 0.0740314, 0.0275544, 0.8596240, 0.5964010, 0.6830880
  -1, 0.8949190, 0.5170070, 0.4123580, 0.8244900, 0.2136150, 0.3157700, 0.1817340, 0.9974110, 0.5714950, 0.5655440
   1, 0.8035710, 0.2839810, 0.7661780, 0.1337820, 0.0101194, 0.0828214, 0.3858560, 0.3004070, 0.5961340, 0.4584030
   1, 0.8488460, 0.4676550, 0.6088420, 0.1546850, 0.0076156, 0.0591224, 0.1639530, 0.3430880, 0.4984120, 0.5015490
   1, 0.9456700, 0.8236800, 0.5146390, 0.4104600, 0.0342541, 0.1046130, 0.0781262, 0.7627350, 0.5388470, 0.5929500
   1, 0.7986820, 0.9735950, 0.5271940, 0.4413280, 0.0722218, 0.1936700, 0.2184600, 0.7998110, 0.4860480, 0.4724850
   1, 0.9093510, 0.5003550, 0.5118710, 0.3083290, 0.0117262, 0.0486529, 0.0302504, 0.6187120, 0.4840480, 0.6065050
  -1, 0.8705690, 0.4109800, 0.3962240, 0.8647480, 0.2525930, 0.3536890, 0.2070550, 0.9892980, 0.5439140, 0.5388340
  -1, 0.8456820, 0.6866750, 0.4057400, 0.7592260, 0.2049240, 0.3238420, 0.2193990, 0.9988190, 0.4991860, 0.4981520
   1, 0.8367050, 0.3329390, 0.6716450, 0.1134630, 0.0052656, 0.0538098, 0.2420930, 0.2577810, 0.5396000, 0.4848530
   1, 0.8272850, 0.5166610, 0.6449490, 0.1787720, 0.0125259, 0.0818784, 0.2287030, 0.3907750, 0.5212460, 0.4807380
  -1, 0.8634450, 0.4290960, 0.3925960, 0.8587380, 0.2552940, 0.3589120, 0.2153210, 0.9908600, 0.5287110, 0.5251250
  -1, 0.7302510, 0.0961958, 0.1998150, 0.9539230, 0.6072360, 0.6949840, 0.5902260, 0.9517290, 0.1120240, 0.1459500
  -1, 0.7927180, 0.4744410, 0.3620200, 0.8404100, 0.2898730, 0.4072700, 0.2816720, 0.9948630, 0.4281170, 0.4327560
  -1, 0.5541590, 0.6298490, 0.6087550, 0.3804270, 0.0845570, 0.2430590, 0.4189540, 0.7237580, 0.4735540, 0.3769410
   1, 0.8719720, 0.5308390, 0.5567880, 0.1958850, 0.0087747, 0.0555682, 0.0937888, 0.4236680, 0.4715950, 0.5332480
  -1, 0.9324210, 0.2893050, 0.4598500, 0.8802860, 0.1508020, 0.2165400, 0.0785728, 0.9846910, 0.7853410, 0.7638350
   1, 0.8687910, 0.4706890, 0.5540820, 0.1755870, 0.0066948, 0.0474631, 0.0853588, 0.3845610, 0.4614540, 0.5332910
  -1, 0.7623670, 0.5386590, 0.3597160, 0.8137490, 0.2818140, 0.4064000, 0.2958730, 0.9986420, 0.4081720, 0.4127100
  -1, 0.5816480, 0.3865050, 0.2734870, 0.8367900, 0.4035420, 0.5384070, 0.4650000, 0.9955180, 0.2414590, 0.2521280
   1, 0.8018810, 0.4899400, 0.6812100, 0.1859340, 0.0158804, 0.0973171, 0.2902290, 0.4046410, 0.5391680, 0.4628440
  -1, 0.9675080, 0.8479550, 0.4693980, 0.6337330, 0.0997178, 0.1950840, 0.1161540, 0.9607530, 0.5953790, 0.6074680
   1, 0.8273700, 0.7014580, 0.6067520, 0.2503990, 0.0227924, 0.1076420, 0.2052870, 0.5228660, 0.5054310, 0.4845330
  -1, 0.9763190, 0.4610330, 0.4911630, 0.6672810, 0.0497851, 0.0958634, 0.0263880, 0.9761650, 0.7123500, 0.7599720
  -1, 0.8809520, 0.2719630, 0.4068510, 0.9105430, 0.2575940, 0.3460180, 0.1819230, 0.9733680, 0.6048390, 0.5920560
  -1, 0.4059820, 0.2699880, 0.2010630, 0.8278650, 0.4910330, 0.6330490, 0.6204020, 0.9969430, 0.1692910, 0.1622460
   1, 0.8449400, 0.1997350, 0.6633410, 0.0653992, 0.0016512, 0.0294710, 0.2196040, 0.1525950, 0.5357120, 0.4935140
  -1, 0.3749560, 0.2614310, 0.1959270, 0.8205540, 0.4933930, 0.6383020, 0.6369230, 0.9979070, 0.1701470, 0.1577730
  -1, 0.8620050, 0.0412558, 0.4992570, 0.7492000, 0.0065339, 0.0113151, 0.0002989, 0.9977470, 0.7578350, 0.8508930
  -1, 0.8475140, 0.3446330, 0.3792120, 0.8882020, 0.2889950, 0.3905890, 0.2379300, 0.9820290, 0.5009630, 0.4998790
  -1, 0.4663880, 0.7347550, 0.4139220, 0.6052890, 0.2023160, 0.3723490, 0.4092880, 0.9447110, 0.3624010, 0.3264100
   1, 0.8439570, 0.3570200, 0.6357010, 0.1166220, 0.0047948, 0.0487031, 0.1923700, 0.2644800, 0.5138530, 0.4944670
   1, 0.8439070, 0.3254140, 0.6409710, 0.1061300, 0.0040372, 0.0449492, 0.1971820, 0.2421270, 0.5173770, 0.4939590
  -1, 0.8565540, 0.0907494, 0.3955760, 0.9709570, 0.3124620, 0.3917630, 0.2058170, 0.9414980, 0.5866090, 0.5738050
   1, 0.8438760, 0.4246860, 0.6270440, 0.1397970, 0.0067417, 0.0573212, 0.1863940, 0.3128100, 0.5091920, 0.4951200
   1, 0.8212750, 0.6965610, 0.6118130, 0.2502050, 0.0234264, 0.1102780, 0.2148210, 0.5225280, 0.5067770, 0.4803360
  -1, 0.9430730, 0.5700480, 0.4385330, 0.7921120, 0.1653820, 0.2583980, 0.1333740, 0.9999260, 0.6370910, 0.6306040
   1, 0.9759450, 0.7879760, 0.5007080, 0.4900770, 0.0430514, 0.1109800, 0.0628107, 0.8521160, 0.5803120, 0.6342290
   1, 0.8773260, 0.8838860, 0.5470740, 0.3511090, 0.0361872, 0.1252600, 0.1471160, 0.6829800, 0.5064610, 0.5216190
   1, 0.8003970, 0.7514840, 0.6082480, 0.2826410, 0.0315825, 0.1306390, 0.2349370, 0.5774480, 0.5036870, 0.4690670
  -1, 0.8764390, 0.0689472, 0.4958470, 0.9155400, 0.0465895, 0.0659295, 0.0069430, 0.9711990, 0.9255860, 0.9331480
  -1, 0.8084550, 0.2331860, 0.3390070, 0.9235260, 0.3705540, 0.4715260, 0.3148380, 0.9675580, 0.3919810, 0.4037550
  -1, 0.6899480, 0.5071530, 0.3322230, 0.8152430, 0.3179520, 0.4495060, 0.3533750, 0.9984940, 0.3437400, 0.3511080
   1, 0.8392270, 0.2578430, 0.6879870, 0.0890501, 0.0033906, 0.0438058, 0.2577930, 0.2051100, 0.5532780, 0.4858190
   1, 0.9182570, 0.7501140, 0.5279380, 0.3328620, 0.0227658, 0.0856106, 0.0787550, 0.6562540, 0.5096400, 0.5723300
   1, 0.8945930, 0.9555980, 0.5237020, 0.4224040, 0.0513413, 0.1481860, 0.1439160, 0.7774420, 0.5169520, 0.5325450
   1, 0.7846580, 0.9650050, 0.5305610, 0.4370680, 0.0728520, 0.1964800, 0.2281050, 0.7948750, 0.4826220, 0.4653430
   1, 0.8890010, 0.8661510, 0.5436510, 0.3465170, 0.0331530, 0.1169930, 0.1325730, 0.6763500, 0.5083310, 0.5319630
  -1, 0.8869320, 0.4634830, 0.4068480, 0.8448900, 0.2288710, 0.3296550, 0.1888920, 0.9939900, 0.5669960, 0.5605360
   1, 0.8563430, 0.6444550, 0.5863870, 0.2237070, 0.0151975, 0.0821125, 0.1530020, 0.4753670, 0.4965020, 0.5083210
  -1, 0.8861280, 0.2086380, 0.4214130, 0.9294400, 0.2421460, 0.3218160, 0.1530520, 0.9647230, 0.6686680, 0.6479890
   1, 0.8486690, 0.1630220, 0.5941120, 0.0530001, 0.0007719, 0.0176927, 0.1258560, 0.1244880, 0.4669180, 0.5045890
   1, 0.8932350, 0.6212130, 0.5381100, 0.2561740, 0.0132469, 0.0647487, 0.0755405, 0.5328680, 0.4821020, 0.5562140
   1, 0.8646490, 0.6184280, 0.5755650, 0.2168750, 0.0130501, 0.0734181, 0.1314120, 0.4628770, 0.4900770, 0.5180330
   1, 0.9013480, 0.8333470, 0.5391350, 0.3392750, 0.0291042, 0.1057370, 0.1138450, 0.6657640, 0.5095160, 0.5452810
   1, 0.9579370, 0.8371530, 0.5084330, 0.4457270, 0.0399341, 0.1124300, 0.0769413, 0.8048460, 0.5535030, 0.6039880
   1, 0.8398160, 0.3139520, 0.6643970, 0.1051210, 0.0043678, 0.0484168, 0.2295310, 0.2399610, 0.5348700, 0.4880650
  -1, 0.8477470, 0.1146860, 0.3727140, 0.9636390, 0.3468850, 0.4322700, 0.2503740, 0.9460120, 0.5026840, 0.5013650
   1, 0.8545310, 0.6157350, 0.5904710, 0.2116240, 0.0137136, 0.0782392, 0.1548970, 0.4531860, 0.4964290, 0.5068460
  -1, 0.7593240, 0.4514620, 0.3452270, 0.8453520, 0.3146940, 0.4351930, 0.3145400, 0.9938960, 0.3864410, 0.3943550
  -1, 0.8757870, 0.4367690, 0.3999260, 0.8553680, 0.2431700, 0.3447430, 0.2010960, 0.9916810, 0.5505930, 0.5451480
  -1, 0.1500480, 0.2955550, 0.4225160, 0.5589490, 0.2438810, 0.4503900, 0.6335220, 0.9127640, 0.3723970, 0.2594450
