  -1, 0.6493140, 0.0911938
   1, 0.6359720, 0.9574630
  -1, 0.8646810, 0.2480790
   1, 0.3418060, 0.3938020
   1, 0.0687143, 0.7017830
   1, 0.7485060, 0.9571970
   1, 0.5849900, 0.3696250
  -1, 0.6737970, 0.0834069
  -1, 0.8960300, 0.3063200
   1, 0.2213370, 0.4347640
  -1, 0.5457460, 0.0735755
   1, 0.2830850, 0.4184930
  -1, 0.3003330, 0.0325942
   1, 0.1698240, 0.8272460
  -1, 0.7687220, 0.1537320
  -1, 0.8962830, 0.2719280
  -1, 0.7625560, 0.1637770
   1, 0.0513451, 0.6521250
   1, 0.6818170, 0.9576370
   1, 0.0600552, 0.6970590
   1, 0.4560070, 0.9287100
   1, 0.1566850, 0.8038270
  -1, 0.8730900, 0.4806350
  -1, 0.5899370, 0.0975208
  -1, 0.4585640, 0.0775628
  -1, 0.8533130, 0.2490430
  -1, 0.6739440, 0.5810000
  -1, 0.7573970, 0.1551850
  -1, 0.9038880, 0.3663030
  -1, 0.8826540, 0.2190680
   1, 0.1680730, 0.5013340
   1, 0.1608340, 0.5065790
  -1, 0.8655750, 0.4932550
  -1, 0.9442890, 0.3418720
  -1, 0.7643970, 0.1498230
   1, 0.4981270, 0.3808190
  -1, 0.7211220, 0.1082260
  -1, 0.7110730, 0.5728070
  -1, 0.6429730, 0.0754026
   1, 0.5574160, 0.3428410
  -1, 0.3717380, 0.0271172
  -1, 0.6632620, 0.5819350
   1, 0.3955850, 0.3867520
   1, 0.2052930, 0.8177680
  -1, 0.8446070, 0.5187060
  -1, 0.2361150, 0.0292138
  -1, 0.2714020, 0.6601700
   1, 0.3521240, 0.9026960
  -1, 0.3151700, 0.0543432
  -1, 0.8417010, 0.1751150
   1, 0.4468250, 0.9065050
   1, 0.1145130, 0.5916450
  -1, 0.3411690, 0.0435652
   1, 0.1655920, 0.8141960
   1, 0.4035830, 0.3868240
   1, 0.1742910, 0.7931840
  -1, 0.5119160, 0.6345040
   1, 0.1880040, 0.5048220
  -1, 0.7907950, 0.5276090
   1, 0.1854110, 0.5070390
   1, 0.0415828, 0.6288930
   1, 0.7345130, 0.9753690
   1, 0.4117520, 0.3890730
  -1, 0.8871340, 0.4646690
   1, 0.3811340, 0.9067740
  -1, 0.9477990, 0.3850130
  -1, 0.4505060, 0.6333270
  -1, 0.2028320, 0.0109590
  -1, 0.8494520, 0.2240670
  -1, 0.2863510, 0.6382410
   1, 0.1048670, 0.7075150
   1, 0.1024640, 0.5743530
  -1, 0.5364640, 0.0557090
   1, 0.3402520, 0.4048370
   1, 0.0631926, 0.6101980
  -1, 0.8209260, 0.1984620
  -1, 0.6691350, 0.5809810
   1, 0.7646800, 0.3314130
   1, 0.6704060, 0.9567080
  -1, 0.7161610, 0.1291260
  -1, 0.7806510, 0.1847120
   1, 0.6632950, 0.9538050
   1, 0.0381499, 0.6156590
   1, 0.0779177, 0.5842820
   1, 0.0643624, 0.6101520
  -1, 0.4781390, 0.6380740
   1, 0.4372300, 0.9222450
   1, 0.7600960, 0.3356040
   1, 0.2928960, 0.4545390
   1, 0.4477340, 0.3905510
  -1, 0.8475730, 0.5004720
  -1, 0.7610530, 0.1526240
  -1, 0.6301460, 0.1105360
  -1, 0.6986640, 0.5779980
  -1, 0.5117270, 0.0694769
   1, 0.2566010, 0.4430760
  -1, 0.4162800, 0.6363250
   1, 0.3149360, 0.4275720
   1, 0.7724720, 0.3734280
  -1, 0.7957810, 0.1577470
   1, 0.4469700, 0.3906640
   1, 0.1730570, 0.5323010
   1, 0.5360040, 0.9494130
   1, 0.2520850, 0.8632940
  -1, 0.5125110, 0.0638746
   1, 0.4605280, 0.9189430
  -1, 0.8798230, 0.4798100
   1, 0.0980263, 0.6666380
  -1, 0.6380050, 0.0746211
  -1, 0.9505740, 0.3985400
  -1, 0.7313740, 0.1107600
   1, 0.0713676, 0.6442110
   1, 0.5510810, 0.9588320
   1, 0.6845510, 0.3478550
   1, 0.2005780, 0.4891060
  -1, 0.9453200, 0.4030080
  -1, 0.4373880, 0.6566690
   1, 0.1506520, 0.4983860
  -1, 0.8549100, 0.1759360
   1, 0.7212370, 0.9640360
  -1, 0.5401060, 0.6140640
   1, 0.0464150, 0.6581090
   1, 0.0763360, 0.7244070
  -1, 0.9471270, 0.3622630
   1, 0.1054570, 0.7567320
   1, 0.0744335, 0.5943080
  -1, 0.5436430, 0.0763538
  -1, 0.8002540, 0.4969870
   1, 0.0989771, 0.6342980
   1, 0.2092640, 0.4717930
   1, 0.2378470, 0.4842210
   1, 0.1499180, 0.5111470
  -1, 0.8026690, 0.5161630
   1, 0.5662400, 0.3701020
  -1, 0.2397720, 0.0199438
   1, 0.2269990, 0.4725350
   1, 0.2002950, 0.4504760
   1, 0.2216400, 0.8419950
  -1, 0.9414010, 0.3110410
   1, 0.3579130, 0.8892740
   1, 0.0479997, 0.6710320
   1, 0.1103430, 0.5996500
   1, 0.3470400, 0.4146660
   1, 0.7529560, 0.9428990
  -1, 0.8431380, 0.1990070
  -1, 0.7463010, 0.5658420
   1, 0.1139920, 0.6158750
  -1, 0.8852530, 0.4680090
   1, 0.0692607, 0.5903760
  -1, 0.8991230, 0.4491480
  -1, 0.8343370, 0.1948870
  -1, 0.9103500, 0.4575390
  -1, 0.5202440, 0.0571414
  -1, 0.3814860, 0.0408074
  -1, 0.9075750, 0.2142620
   1, 0.3340850, 0.4158850
  -1, 0.4343970, 0.6406050
   1, 0.2295210, 0.8604490
   1, 0.6169110, 0.9571370
  -1, 0.2533020, 0.0321311
  -1, 0.6108840, 0.0921956
   1, 0.3179820, 0.4329580
  -1, 0.6362600, 0.6079820
  -1, 0.9469570, 0.3951790
  -1, 0.5011250, 0.0640259
  -1, 0.3026690, 0.0332584
   1, 0.5496270, 0.3586580
   1, 0.4062080, 0.9208080
   1, 0.5754740, 0.3578820
   1, 0.0908066, 0.5755850
  -1, 0.9153430, 0.3317000
   1, 0.1719770, 0.8025870
   1, 0.0981332, 0.7659450
   1, 0.3072910, 0.4429540
   1, 0.3258410, 0.4411620
  -1, 0.5430440, 0.0503030
  -1, 0.2708160, 0.6484200
  -1, 0.6004300, 0.6154550
   1, 0.2305740, 0.8186730
  -1, 0.9145360, 0.3295640
   1, 0.2188180, 0.8151880
  -1, 0.6748470, 0.0851674
  -1, 0.5333410, 0.6278870
  -1, 0.5257280, 0.6174810
   1, 0.1239060, 0.7649930
   1, 0.1059660, 0.5568260
  -1, 0.4185650, 0.6504770
   1, 0.3425470, 0.4298700
   1, 0.0514115, 0.6244280
  -1, 0.9505610, 0.3847280
   1, 0.1000660, 0.7099700
  -1, 0.6732260, 0.0767602
  -1, 0.9302040, 0.2463750
   1, 0.2521780, 0.8686630
  -1, 0.3162790, 0.6380830
   1, 0.1432550, 0.5421590
  -1, 0.7881390, 0.1578780
   1, 0.3560670, 0.4027600
  -1, 0.7505640, 0.5415900
   1, 0.4817600, 0.9310880
   1, 0.5362660, 0.3884010
  -1, 0.8608510, 0.2107780
   1, 0.4659780, 0.9341290
  -1, 0.6817030, 0.1122630
   1, 0.2661230, 0.4423580
  -1, 0.8865910, 0.3902720
  -1, 0.9651810, 0.3687600
   1, 0.5838000, 0.9508470
  -1, 0.2890150, 0.6506390
   1, 0.1712900, 0.4823310
   1, 0.0939972, 0.7108450
  -1, 0.5440550, 0.6209720
  -1, 0.9222730, 0.3014040
   1, 0.1169370, 0.5201550
   1, 0.1470630, 0.4915230
   1, 0.2127940, 0.8373340
   1, 0.1290000, 0.8056470
   1, 0.3750500, 0.8870090
   1, 0.0903125, 0.7114420
  -1, 0.8178670, 0.5080380
   1, 0.4799010, 0.9411380
  -1, 0.9110390, 0.4312900
   1, 0.4853810, 0.9473730
  -1, 0.9294240, 0.3978610
  -1, 0.3750540, 0.0568970
  -1, 0.8229070, 0.1599500
  -1, 0.7981620, 0.1440640
   1, 0.4973550, 0.3537600
  -1, 0.5219340, 0.6156160
   1, 0.3818300, 0.8919430
   1, 0.0840015, 0.5791130
   1, 0.0794268, 0.6957870
