   1, 0.0000000, 0.4538740, 0.7656250, 0.2720320, 0.2897780, 0.6920400, 0.2454580, 0.2897780, 0.6920400
  -1, 0.0000000, 0.6900380, 0.1562500, 0.2396670, 0.3202200, 0.7274520, 0.2119120, 0.3202200, 0.7274520
   1, 0.0000000, 0.5955720, 0.1093750, 0.1161260, 0.3471680, 0.6719390, 0.0838610, 0.3471680, 0.6719390
   1, 0.0000000, 0.3859780, 1.0000000, 0.0655978, 0.7055450, 0.5236240, 0.0314883, 0.7055450, 0.5236240
   1, 0.0000000, 0.4523990, 0.8125000, 0.3030540, 0.3813170, 0.6368360, 0.2776130, 0.3813170, 0.6368360
  -1, 0.0000000, 0.6605160, 0.1406250, 0.2113110, 0.2026920, 0.9774450, 0.1825210, 0.2026920, 0.9774450
  -1, 0.0000000, 0.7520290, 0.1250000, 0.3963220, 0.1246810, 0.7548390, 0.3742850, 0.1246810, 0.7548390
   1, 0.0000000, 0.5660520, 0.1250000, 0.2535720, 0.2952930, 0.6589890, 0.2263240, 0.2952930, 0.6589890
   1, 0.0000000, 0.6767530, 0.1718750, 0.2329840, 0.4757480, 0.5760390, 0.2049850, 0.4757480, 0.5760390
   1, 0.0000000, 0.5040590, 0.2812500, 0.1591040, 0.3705620, 0.6730820, 0.1284080, 0.3705620, 0.6730820
  -1, 0.0000000, 0.6619930, 0.7812500, 0.0852065, 0.6874290, 0.5411040, 0.2879750, 0.3663810, 0.4992320
  -1, 0.0000000, 0.7217710, 0.8281250, 0.4543160, 0.4285860, 0.5990790, 0.4051640, 0.3693180, 0.5619450
  -1, 0.0000000, 0.7254620, 0.8281250, 0.4320120, 0.3219500, 0.5391700, 0.4343960, 0.3486110, 0.5691270
  -1, 0.0000000, 0.5136530, 0.8281250, 0.4320120, 0.3219500, 0.5391700, 0.1413060, 0.0424699, 0.9469310
  -1, 0.0000000, 0.6701110, 0.8125000, 0.4155160, 0.3275520, 0.5462190, 0.2309880, 0.3006710, 0.7576600
  -1, 0.0000000, 0.5601480, 0.8125000, 0.3106130, 0.1536990, 0.6138100, 0.3009280, 0.3813170, 0.6368360
  -1, 0.0000000, 0.6029520, 0.8281250, 0.2712700, 0.1313760, 0.7698920, 0.3188000, 0.3486110, 0.5990790
  -1, 0.0000000, 0.5461260, 0.7968750, 0.2580710, 0.0856116, 0.7878650, 0.2592380, 0.2790260, 0.7666180
  -1, 0.0000000, 0.5881920, 0.8125000, 0.2886750, 0.1012550, 0.7611260, 0.3475530, 0.3813170, 0.6066310
  -1, 0.0000000, 0.6464950, 0.7968750, 0.4214260, 0.0892552, 0.8580040, 0.2309880, 0.3006710, 0.7576600
  -1, 0.0000000, 0.7151290, 0.8281250, 0.3204870, 0.0287110, 0.7788030, 0.4112780, 0.4019250, 0.6290320
   1, 0.0000000, 0.4678970, 0.7812500, 0.2981830, 0.2153180, 0.6290320, 0.3353990, 0.1203050, 0.7450080
  -1, 0.0000000, 0.6634690, 0.7656250, 0.2720320, 0.2897780, 0.6920400, 0.2309880, 0.3006710, 0.7274520
  -1, 0.0000000, 0.6878240, 0.7656250, 0.2720320, 0.2897780, 0.6920400, 0.2827510, 0.2790260, 0.7361580
  -1, 0.0000000, 0.5594100, 0.7656250, 0.2951050, 0.2897780, 0.6920400, 0.2032060, 0.3219500, 0.7488500
  -1, 0.0000000, 0.6856100, 0.7812500, 0.4274350, 0.4210650, 0.4992320, 0.3475530, 0.3813170, 0.6066310
  -1, 0.0000000, 0.5800740, 0.8281250, 0.3427910, 0.0820255, 0.7188940, 0.2725640, 0.4019250, 0.6889410
  -1, 0.0000000, 0.7904060, 0.5781250, 0.6447660, 0.3014450, 0.5645190, 0.3363770, 0.4221940, 0.5619450
  -1, 0.0000000, 0.6811810, 0.7343750, 0.4695780, 0.4412120, 0.5517830, 0.3297730, 0.3061380, 0.7056950
  -1, 0.0000000, 0.5778600, 0.8125000, 0.2981830, 0.1086860, 0.7788030, 0.2309880, 0.3006710, 0.7274520
  -1, 0.0000000, 0.7077500, 0.8125000, 0.5435350, 0.4285860, 0.5092170, 0.2309880, 0.3006710, 0.7576600
  -1, 0.0000000, 0.6841330, 0.8281250, 0.4039910, 0.3693180, 0.5916530, 0.2956820, 0.3752680, 0.6290320
  -1, 0.0000000, 0.6442810, 0.7968750, 0.3987420, 0.4145770, 0.5533860, 0.2309880, 0.2200240, 0.7878650
  -1, 0.0000000, 0.7616240, 0.7968750, 0.3987420, 0.4145770, 0.5533860, 0.4343960, 0.4019250, 0.5391700
  -1, 0.0000000, 0.5948340, 0.8125000, 0.2580710, 0.3006710, 0.7274520, 0.2263240, 0.3752680, 0.6589890
  -1, 0.0000000, 0.5549820, 0.7968750, 0.3080110, 0.3603570, 0.6447720, 0.2956820, 0.2952930, 0.7188940
